mes_ano,Malha e Moletom,Total
2025-01,2920230.2,2920230.2
2025-02,2241180.5,2241180.5
2025-03,2263266.2,2263266.2
2025-04,2074899.5,2074899.5
2025-05,2393452.0,2393452.0
2025-06,3452577.2,3452577.2
2025-07,2866425.0,2866425.0
2025-08,2346841.2,2346841.2
2025-09,2527176.0,2527176.0
2025-10,2652881.0,2652881.0
2025-11,3053570.0,3053570.0
2025-12,5960328.0,5960328.0
