mes_ano,Alfaiataria,Total
2025-01,2069811.5,2069811.5
2025-02,1952090.2,1952090.2
2025-03,642711.6,642711.6
2025-04,576771.56,576771.56
2025-05,1125440.8,1125440.8
2025-06,3789504.0,3789504.0
2025-07,2229728.0,2229728.0
2025-08,1075363.1,1075363.1
2025-09,1558246.0,1558246.0
2025-10,1317195.8,1317195.8
2025-11,1891446.5,1891446.5
2025-12,1034147.3,1034147.3
