unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Jeans e Sarja,936429.44,681751.94,392140.56,341189.28,520793.5,543683.94,695149.8,846102.7,686852.06,918562.6,1103781.8,1791561.0
Total,936429.44,681751.94,392140.56,341189.28,520793.5,543683.94,695149.8,846102.7,686852.06,918562.6,1103781.8,1791561.0
