mes_ano,Jeans e Sarja,Total
2025-01,936429.44,936429.44
2025-02,681751.94,681751.94
2025-03,392140.56,392140.56
2025-04,341189.28,341189.28
2025-05,520793.5,520793.5
2025-06,543683.94,543683.94
2025-07,695149.8,695149.8
2025-08,846102.7,846102.7
2025-09,686852.06,686852.06
2025-10,918562.6,918562.6
2025-11,1103781.8,1103781.8
2025-12,1791561.0,1791561.0
