mes_ano,John John Fem,John John Masc,Total
2025-01,5507818.0,3728271.2,9236089.0
2025-02,4699491.0,3161471.5,7860962.5
2025-03,4551265.0,3012747.2,7564012.0
2025-04,4621136.0,3077292.5,7698428.5
2025-05,4809879.0,3206088.5,8015967.5
2025-06,5478451.0,3718581.0,9197032.0
2025-07,5574966.5,3778379.5,9353346.0
2025-08,4904271.5,3276676.2,8180948.0
2025-09,4959265.5,3329811.2,8289077.0
2025-10,5219515.0,3512038.5,8731554.0
2025-11,5155266.0,3476761.2,8632027.0
2025-12,5891442.5,4014546.8,9905989.0
