unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
John John Fem,7138568.0,4639161.5,1715223.9,1354806.9,1586744.8,3178862.8,3305638.8,4178856.8,4787139.5,4893532.0,6569390.0,9498911.0
Total,7138568.0,4639161.5,1715223.9,1354806.9,1586744.8,3178862.8,3305638.8,4178856.8,4787139.5,4893532.0,6569390.0,9498911.0
