mes_ano,Jeans e Sarja,Total
2025-01,1310330.1,1310330.1
2025-02,934209.44,934209.44
2025-03,433433.8,433433.8
2025-04,447810.06,447810.06
2025-05,542070.0,542070.0
2025-06,1327512.2,1327512.2
2025-07,993006.94,993006.94
2025-08,1265429.8,1265429.8
2025-09,867723.75,867723.75
2025-10,677532.75,677532.75
2025-11,817688.3,817688.3
2025-12,732313.1,732313.1
