unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Jeans e Sarja,1310330.1,934209.44,433433.8,447810.06,542070.0,1327512.2,993006.94,1265429.8,867723.75,677532.75,817688.3,732313.1
Total,1310330.1,934209.44,433433.8,447810.06,542070.0,1327512.2,993006.94,1265429.8,867723.75,677532.75,817688.3,732313.1
