ds,GRU_steps2000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10-01,1246212.0
2024-10-02,1434202.5
2024-10-03,1419168.5
2024-10-04,1728827.2
2024-10-05,1706432.9
2024-10-06,527338.3
2024-10-07,1308085.0
2024-10-08,1353418.6
2024-10-09,1260500.4
2024-10-10,1392828.1
2024-10-11,1380717.4
2024-10-12,1352217.1
2024-10-13,550140.3
2024-10-14,1005316.1
2024-10-15,1285388.4
2024-10-16,1824535.5
2024-10-17,1328029.6
2024-10-18,1983435.2
2024-10-19,2067972.8
2024-10-20,1178625.2
2024-10-21,1044181.9
2024-10-22,1285600.1
2024-10-23,1238012.9
2024-10-24,1461042.8
2024-10-25,1486430.0
2024-10-26,1099784.8
2024-10-27,585333.6
2024-10-28,1112912.1
2024-10-29,964820.5
2024-10-30,1363637.6
2024-10-31,1388362.5
2024-11-01,1624122.4
2024-11-02,1293286.2
2024-11-03,1248807.5
2024-11-04,886890.44
2024-11-05,810550.75
2024-11-06,2350296.0
2024-11-07,2387107.2
2024-11-08,1354059.6
2024-11-09,2283883.8
2024-11-10,914789.9
2024-11-11,1568317.5
2024-11-12,1471365.9
2024-11-13,1399706.0
2024-11-14,1425995.2
2024-11-15,943396.75
2024-11-16,1164049.4
2024-11-17,902196.1
2024-11-18,1558868.8
2024-11-19,1245354.5
2024-11-20,1297358.9
2024-11-21,1165012.2
2024-11-22,1926396.5
2024-11-23,1669438.5
2024-11-24,1833115.8
2024-11-25,1541998.6
2024-11-26,1792124.8
2024-11-27,1649210.5
2024-11-28,1700949.2
2024-11-29,2326916.8
2024-11-30,2618901.0
2024-12-01,1139659.6
2024-12-02,868765.5
2024-12-03,1205159.8
2024-12-04,1262355.1
2024-12-05,1328576.5
2024-12-06,1154792.2
2024-12-07,1837508.6
2024-12-08,1286630.1
2024-12-09,1342252.2
2024-12-10,1152527.4
2024-12-11,1466201.9
2024-12-12,1447384.1
2024-12-13,1913047.4
2024-12-14,2359680.2
2024-12-15,1366687.9
2024-12-16,2279467.0
2024-12-17,2078675.9
2024-12-18,2021806.8
2024-12-19,1943561.2
2024-12-20,2511005.5
2024-12-21,2336289.5
2024-12-22,2438607.5
2024-12-23,2613084.5
2024-12-24,1784302.0
2024-12-25,2289511.0
2024-12-26,1599197.0
2024-12-27,1639267.5
2024-12-28,1374487.0
2024-12-29,945034.8
2024-12-30,1281956.8
2024-12-31,-279955.62
2025-01-01,2283.75
2025-01-02,1031509.25
2025-01-03,3888346.2
2025-01-04,1310076.1
2025-01-05,957896.0
2025-01-06,3723551.5
2025-01-07,2040583.6
2025-01-08,2759478.5
2025-01-09,2052119.5
2025-01-10,4173848.0
2025-01-11,2019607.1
2025-01-12,1742964.4
2025-01-13,2227101.8
2025-01-14,2236566.2
2025-01-15,2468085.0
2025-01-16,1411796.0
2025-01-17,1474170.2
2025-01-18,1487663.4
2025-01-19,1233571.2
2025-01-20,1191470.4
2025-01-21,1241459.2
2025-01-22,1561998.8
2025-01-23,1149320.8
2025-01-24,2010182.8
2025-01-25,1724634.0
2025-01-26,476169.8
2025-01-27,1249321.2
2025-01-28,1602197.1
2025-01-29,1438297.9
2025-01-30,1932505.5
2025-01-31,2134001.8
2025-02-01,1706269.2
2025-02-02,660276.6
2025-02-03,1155632.0
2025-02-04,2056564.8
2025-02-05,2423741.5
2025-02-06,1735326.0
2025-02-07,2239960.0
2025-02-08,1929699.4
2025-02-09,883086.94
2025-02-10,1046863.75
2025-02-11,1317744.9
2025-02-12,1234481.4
2025-02-13,1327124.5
2025-02-14,1472675.0
2025-02-15,1518227.0
2025-02-16,1098090.6
2025-02-17,1211411.8
2025-02-18,1234142.5
2025-02-19,854228.9
2025-02-20,1179851.9
2025-02-21,1096558.0
2025-02-22,1632143.5
2025-02-23,588919.56
2025-02-24,678422.2
2025-02-25,1674401.0
2025-02-26,877555.1
2025-02-27,1001423.25
2025-02-28,1953502.2
2025-03-01,832458.3
2025-03-02,381303.88
2025-03-03,581831.9
2025-03-04,247318.88
2025-03-05,630084.2
2025-03-06,670941.0
2025-03-07,1150595.4
2025-03-08,2024323.8
2025-03-09,412498.25
2025-03-10,1123434.2
2025-03-11,1170976.5
2025-03-12,1625000.9
2025-03-13,1693071.5
2025-03-14,1795266.1
2025-03-15,2230544.0
2025-03-16,654751.5
2025-03-17,654117.1
2025-03-18,1157951.0
2025-03-19,1156886.0
2025-03-20,1043689.94
2025-03-21,1566682.4
2025-03-22,1213454.9
2025-03-23,612663.3
2025-03-24,807848.6
2025-03-25,1090347.6
2025-03-26,1621200.4
2025-03-27,2157263.5
2025-03-28,2538580.5
2025-03-29,2052997.2
2025-03-30,554132.4
2025-03-31,1144935.2
2025-04-01,692035.5
2025-04-02,1065094.4
2025-04-03,826717.2
2025-04-04,1176084.8
2025-04-05,999428.9
2025-04-06,550475.2
2025-04-07,579729.0
2025-04-08,941466.75
2025-04-09,1173413.2
2025-04-10,1223285.0
2025-04-11,1423668.8
2025-04-12,1522478.2
2025-04-13,703649.25
2025-04-14,973283.8
2025-04-15,800479.6
2025-04-16,987048.75
2025-04-17,1202681.0
2025-04-18,374745.06
2025-04-19,1406199.1
2025-04-20,315118.62
2025-04-21,606948.1
2025-04-22,1069777.8
2025-04-23,927593.0
2025-04-24,1430217.6
2025-04-25,1184040.8
2025-04-26,1293285.6
2025-04-27,555378.75
2025-04-28,749787.8
2025-04-29,930531.1
2025-04-30,1415395.1
2025-05-01,420963.56
2025-05-02,1416319.9
2025-05-03,1219654.2
2025-05-04,512270.62
2025-05-05,906372.06
2025-05-06,1325736.2
2025-05-07,1610364.0
2025-05-08,2039228.8
2025-05-09,2937009.5
2025-05-10,2520927.0
2025-05-11,324446.88
2025-05-12,959577.1
2025-05-13,1115197.0
2025-05-14,1746431.8
2025-05-15,962548.6
2025-05-16,2392671.5
2025-05-17,1120374.6
2025-05-18,843566.0
2025-05-19,1129741.8
2025-05-20,1161453.1
2025-05-21,1514313.6
2025-05-22,1300727.2
2025-05-23,1362424.0
2025-05-24,1526508.2
2025-05-25,608113.94
2025-05-26,973051.4
2025-05-27,1607470.9
2025-05-28,1342474.2
2025-05-29,1231183.5
2025-05-30,1098152.8
2025-05-31,1843744.0
2025-06-01,950591.75
2025-06-02,545407.0
2025-06-03,1806435.2
2025-06-04,1361576.0
2025-06-05,1075393.2
2025-06-06,2616428.5
2025-06-07,1718980.5
2025-06-08,708471.94
2025-06-09,2116006.5
2025-06-10,1954873.4
2025-06-11,3438748.0
2025-06-12,1474922.0
2025-06-13,2154707.5
2025-06-14,2609251.5
2025-06-15,1062381.2
2025-06-16,1375633.4
2025-06-17,1274386.1
2025-06-18,1311101.2
2025-06-19,1220377.9
2025-06-20,1620911.0
2025-06-21,1846087.8
2025-06-22,637112.06
2025-06-23,1367907.5
2025-06-24,1398521.9
2025-06-25,1555142.9
2025-06-26,1111761.0
2025-06-27,1647333.0
2025-06-28,1500428.8
2025-06-29,511188.3
2025-06-30,1345693.1
2025-07-01,1448181.1
2025-07-02,1901462.0
2025-07-03,2391422.0
2025-07-04,1658733.9
2025-07-05,2076866.8
2025-07-06,931442.25
2025-07-07,1820743.0
2025-07-08,1634915.1
2025-07-09,1125519.0
2025-07-10,1193628.8
2025-07-11,1250805.8
2025-07-12,1527576.1
2025-07-13,552666.4
2025-07-14,1201438.1
2025-07-15,1048907.9
2025-07-16,1146614.2
2025-07-17,1026864.9
2025-07-18,1392152.1
2025-07-19,1346942.4
2025-07-20,667788.5
2025-07-21,1115310.9
2025-07-22,1143187.5
2025-07-23,1206882.1
2025-07-24,1127382.8
2025-07-25,1486975.2
2025-07-26,1276196.2
2025-07-27,755787.56
2025-07-28,1119837.8
2025-07-29,1269502.0
2025-07-30,996061.1
2025-07-31,1163314.8
2025-08-01,1337891.9
2025-08-02,1453424.0
2025-08-03,485883.7
2025-08-04,660682.25
2025-08-05,891663.4
2025-08-06,1045385.4
2025-08-07,1010930.0
2025-08-08,1316841.2
2025-08-09,1501963.9
2025-08-10,441239.8
2025-08-11,605056.9
2025-08-12,977483.4
2025-08-13,1299335.5
2025-08-14,1312389.8
2025-08-15,1666926.8
2025-08-16,1812647.2
2025-08-17,580844.5
2025-08-18,836814.94
2025-08-19,1464777.6
2025-08-20,1112841.6
2025-08-21,1217746.4
2025-08-22,1858935.5
2025-08-23,1287600.9
2025-08-24,517788.62
2025-08-25,1069435.4
2025-08-26,810095.4
2025-08-27,1144569.0
2025-08-28,1102062.9
2025-08-29,956979.6
2025-08-30,1435481.8
2025-08-31,627156.25
2025-09-01,746576.06
2025-09-02,757900.8
2025-09-03,1231977.0
2025-09-04,947829.8
2025-09-05,1335271.0
2025-09-06,956146.1
2025-09-07,389971.5
2025-09-08,639696.06
2025-09-09,903867.25
2025-09-10,784407.8
2025-09-11,1030720.1
2025-09-12,1111131.2
2025-09-13,1520042.5
2025-09-14,511851.62
2025-09-15,771786.75
2025-09-16,1065954.5
2025-09-17,788143.75
2025-09-18,1114968.5
2025-09-19,1144746.9
2025-09-20,1053915.6
2025-09-21,418074.94
2025-09-22,952368.4
2025-09-23,1210843.1
2025-09-24,1455338.9
2025-09-25,1246562.5
2025-09-26,1281771.1
2025-09-27,1337985.1
2025-09-28,816220.9
2025-09-29,1058862.1
2025-09-30,1260699.1
