month,GRU_steps2000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,40363510.0
2024-11,46354468.0
2024-12,49987530.0
2025-01,55952776.0
2025-02,37788324.0
2025-03,36597150.0
2025-04,29100038.0
2025-05,41073016.0
2025-06,45317760.0
2025-07,40005108.0
2025-08,33842876.0
2025-09,29845632.0
